,H25_sex,delta_average,H25_age
0,1.0,-0.00844,1
1,1.0,-0.00803,1
2,1.0,-0.00765,1
3,1.0,-0.00761,1
4,1.0,-0.00759,1
5,1.0,-0.00735,1
6,1.0,-0.0073,1
7,1.0,-0.00723,1
8,1.0,-0.00716,1
9,1.0,-0.00715,1
10,1.0,-0.00698,1
11,1.0,-0.00695,1
12,1.0,-0.00679,1
13,1.0,-0.00667,1
14,1.0,-0.00665,1
15,1.0,-0.00653,1
16,1.0,-0.00644,1
17,1.0,-0.00643,1
18,1.0,-0.0064,1
19,1.0,-0.00635,2
20,1.0,-0.00627,1
21,1.0,-0.00626,1
22,1.0,-0.00617,1
23,1.0,-0.00604,1
24,1.0,-0.00601,1
25,1.0,-0.006,2
26,1.0,-0.00593,1
27,1.0,-0.00586,1
28,1.0,-0.0057,1
29,1.0,-0.00563,1
30,1.0,-0.00559,1
31,1.0,-0.00554,1
32,1.0,-0.00553,2
33,1.0,-0.00545,1
34,1.0,-0.00535,1
35,1.0,-0.00533,1
36,1.0,-0.00531,2
37,1.0,-0.00526,1
38,1.0,-0.0052,1
39,1.0,-0.0051,1
40,1.0,-0.00508,1
41,1.0,-0.00507,1
42,1.0,-0.00506,1
43,1.0,-0.00504,1
44,1.0,-0.005,1
45,1.0,-0.00499,1
46,1.0,-0.00497,1
47,1.0,-0.00491,1
48,1.0,-0.0049,1
49,1.0,-0.00489,1
50,1.0,-0.00486,2
51,1.0,-0.00485,2
52,1.0,-0.00478,1
53,1.0,-0.00476,4
54,1.0,-0.00474,3
55,1.0,-0.0047,2
56,1.0,-0.00464,1
57,1.0,-0.00463,1
58,1.0,-0.00462,1
59,1.0,-0.0046,1
60,1.0,-0.00459,1
61,1.0,-0.00456,1
62,1.0,-0.00455,1
63,1.0,-0.00454,1
64,1.0,-0.00452,2
65,1.0,-0.00451,2
66,1.0,-0.00449,1
67,1.0,-0.00448,1
68,1.0,-0.00447,1
69,1.0,-0.00446,1
70,1.0,-0.00444,2
71,1.0,-0.00443,1
72,1.0,-0.00441,1
73,1.0,-0.0044,1
74,1.0,-0.00439,4
75,1.0,-0.00437,1
76,1.0,-0.00435,1
77,1.0,-0.00434,2
78,1.0,-0.00433,1
79,1.0,-0.00432,2
80,1.0,-0.0043,1
81,1.0,-0.00429,1
82,1.0,-0.00428,1
83,1.0,-0.00427,1
84,1.0,-0.00424,1
85,1.0,-0.00423,1
86,1.0,-0.00421,1
87,1.0,-0.00419,1
88,1.0,-0.00417,1
89,1.0,-0.00416,1
90,1.0,-0.00415,1
91,1.0,-0.00414,2
92,1.0,-0.00412,2
93,1.0,-0.00408,1
94,1.0,-0.00406,2
95,1.0,-0.00405,1
96,1.0,-0.00404,4
97,1.0,-0.00403,1
98,1.0,-0.00402,1
99,1.0,-0.00401,1
100,1.0,-0.00399,2
101,1.0,-0.00398,1
102,1.0,-0.00397,2
103,1.0,-0.00395,2
104,1.0,-0.00393,2
105,1.0,-0.00391,4
106,1.0,-0.0039,1
107,1.0,-0.00389,1
108,1.0,-0.00388,2
109,1.0,-0.00385,1
110,1.0,-0.00384,2
111,1.0,-0.00383,3
112,1.0,-0.00382,1
113,1.0,-0.00379,1
114,1.0,-0.00378,1
115,1.0,-0.00377,2
116,1.0,-0.00376,1
117,1.0,-0.00375,1
118,1.0,-0.00374,2
119,1.0,-0.0037,1
120,1.0,-0.00369,1
121,1.0,-0.00365,1
122,1.0,-0.00364,1
123,1.0,-0.00363,1
124,1.0,-0.00361,1
125,1.0,-0.0036,3
126,1.0,-0.00359,2
127,1.0,-0.00358,4
128,1.0,-0.00357,2
129,1.0,-0.00356,2
130,1.0,-0.00355,3
131,1.0,-0.00354,2
132,1.0,-0.00353,2
133,1.0,-0.00352,1
134,1.0,-0.00351,2
135,1.0,-0.0035,1
136,1.0,-0.00348,4
137,1.0,-0.00347,1
138,1.0,-0.00345,2
139,1.0,-0.00344,3
140,1.0,-0.00343,4
141,1.0,-0.00342,4
142,1.0,-0.00341,1
143,1.0,-0.0034,1
144,1.0,-0.00339,2
145,1.0,-0.00338,4
146,1.0,-0.00337,2
147,1.0,-0.00336,3
148,1.0,-0.00335,2
149,1.0,-0.00333,3
150,1.0,-0.00332,2
151,1.0,-0.00331,2
152,1.0,-0.0033,1
153,1.0,-0.00329,3
154,1.0,-0.00328,3
155,1.0,-0.00327,1
156,1.0,-0.00326,1
157,1.0,-0.00325,2
158,1.0,-0.00324,1
159,1.0,-0.00323,1
160,1.0,-0.0032,3
161,1.0,-0.00319,6
162,1.0,-0.00318,2
163,1.0,-0.00317,1
164,1.0,-0.00316,1
165,1.0,-0.00315,2
166,1.0,-0.00314,4
167,1.0,-0.00313,5
168,1.0,-0.00312,4
169,1.0,-0.00311,6
170,1.0,-0.0031,4
171,1.0,-0.00309,2
172,1.0,-0.00308,2
173,1.0,-0.00307,1
174,1.0,-0.00306,7
175,1.0,-0.00305,2
176,1.0,-0.00304,1
177,1.0,-0.00303,5
178,1.0,-0.00302,2
179,1.0,-0.00301,5
180,1.0,-0.003,6
181,1.0,-0.00299,1
182,1.0,-0.00298,2
183,1.0,-0.00297,5
184,1.0,-0.00296,4
185,1.0,-0.00295,3
186,1.0,-0.00294,2
187,1.0,-0.00293,2
188,1.0,-0.00292,1
189,1.0,-0.00291,4
190,1.0,-0.0029,5
191,1.0,-0.00289,4
192,1.0,-0.00288,4
193,1.0,-0.00287,5
194,1.0,-0.00286,6
195,1.0,-0.00285,5
196,1.0,-0.00284,3
197,1.0,-0.00283,4
198,1.0,-0.00282,10
199,1.0,-0.00281,3
200,1.0,-0.0028,8
201,1.0,-0.00279,6
202,1.0,-0.00278,4
203,1.0,-0.00277,2
204,1.0,-0.00276,4
205,1.0,-0.00275,6
206,1.0,-0.00274,3
207,1.0,-0.00273,6
208,1.0,-0.00272,2
209,1.0,-0.00271,3
210,1.0,-0.0027,8
211,1.0,-0.00269,5
212,1.0,-0.00268,4
213,1.0,-0.00267,8
214,1.0,-0.00266,3
215,1.0,-0.00265,10
216,1.0,-0.00264,3
217,1.0,-0.00263,6
218,1.0,-0.00262,4
219,1.0,-0.00261,7
220,1.0,-0.0026,6
221,1.0,-0.00259,11
222,1.0,-0.00258,8
223,1.0,-0.00257,10
224,1.0,-0.00256,8
225,1.0,-0.00255,6
226,1.0,-0.00254,11
227,1.0,-0.00253,7
228,1.0,-0.00252,5
229,1.0,-0.00251,7
230,1.0,-0.0025,6
231,1.0,-0.00249,7
232,1.0,-0.00248,9
233,1.0,-0.00247,7
234,1.0,-0.00246,8
235,1.0,-0.00245,9
236,1.0,-0.00244,2
237,1.0,-0.00243,4
238,1.0,-0.00242,9
239,1.0,-0.00241,11
240,1.0,-0.0024,8
241,1.0,-0.00239,4
242,1.0,-0.00238,8
243,1.0,-0.00237,8
244,1.0,-0.00236,9
245,1.0,-0.00235,9
246,1.0,-0.00234,7
247,1.0,-0.00233,7
248,1.0,-0.00232,5
249,1.0,-0.00231,7
250,1.0,-0.0023,13
251,1.0,-0.00229,11
252,1.0,-0.00228,9
253,1.0,-0.00227,12
254,1.0,-0.00226,9
255,1.0,-0.00225,7
256,1.0,-0.00224,7
257,1.0,-0.00223,9
258,1.0,-0.00222,9
259,1.0,-0.00221,17
260,1.0,-0.0022,7
261,1.0,-0.00219,13
262,1.0,-0.00218,12
263,1.0,-0.00217,16
264,1.0,-0.00216,7
265,1.0,-0.00215,10
266,1.0,-0.00214,15
267,1.0,-0.00213,9
268,1.0,-0.00212,6
269,1.0,-0.00211,12
270,1.0,-0.0021,9
271,1.0,-0.00209,9
272,1.0,-0.00208,15
273,1.0,-0.00207,6
274,1.0,-0.00206,15
275,1.0,-0.00205,11
276,1.0,-0.00204,18
277,1.0,-0.00203,13
278,1.0,-0.00202,13
279,1.0,-0.00201,14
280,1.0,-0.002,14
281,1.0,-0.00199,16
282,1.0,-0.00198,15
283,1.0,-0.00197,11
284,1.0,-0.00196,18
285,1.0,-0.00195,14
286,1.0,-0.00194,21
287,1.0,-0.00193,19
288,1.0,-0.00192,11
289,1.0,-0.00191,10
290,1.0,-0.0019,17
291,1.0,-0.00189,16
292,1.0,-0.00188,18
293,1.0,-0.00187,18
294,1.0,-0.00186,18
295,1.0,-0.00185,12
296,1.0,-0.00184,17
297,1.0,-0.00183,24
298,1.0,-0.00182,24
299,1.0,-0.00181,28
300,1.0,-0.0018,24
301,1.0,-0.00179,13
302,1.0,-0.00178,16
303,1.0,-0.00177,14
304,1.0,-0.00176,21
305,1.0,-0.00175,17
306,1.0,-0.00174,22
307,1.0,-0.00173,24
308,1.0,-0.00172,14
309,1.0,-0.00171,18
310,1.0,-0.0017,19
311,1.0,-0.00169,34
312,1.0,-0.00168,27
313,1.0,-0.00167,20
314,1.0,-0.00166,26
315,1.0,-0.00165,19
316,1.0,-0.00164,33
317,1.0,-0.00163,28
318,1.0,-0.00162,30
319,1.0,-0.00161,34
320,1.0,-0.0016,30
321,1.0,-0.00159,21
322,1.0,-0.00158,33
323,1.0,-0.00157,29
324,1.0,-0.00156,28
325,1.0,-0.00155,23
326,1.0,-0.00154,28
327,1.0,-0.00153,23
328,1.0,-0.00152,25
329,1.0,-0.00151,25
330,1.0,-0.0015,36
331,1.0,-0.00149,40
332,1.0,-0.00148,32
333,1.0,-0.00147,33
334,1.0,-0.00146,47
335,1.0,-0.00145,32
336,1.0,-0.00144,43
337,1.0,-0.00143,39
338,1.0,-0.00142,36
339,1.0,-0.00141,40
340,1.0,-0.0014,39
341,1.0,-0.00139,29
342,1.0,-0.00138,33
343,1.0,-0.00137,38
344,1.0,-0.00136,38
345,1.0,-0.00135,32
346,1.0,-0.00134,39
347,1.0,-0.00133,40
348,1.0,-0.00132,48
349,1.0,-0.00131,27
350,1.0,-0.0013,46
351,1.0,-0.00129,35
352,1.0,-0.00128,52
353,1.0,-0.00127,35
354,1.0,-0.00126,50
355,1.0,-0.00125,57
356,1.0,-0.00124,42
357,1.0,-0.00123,41
358,1.0,-0.00122,42
359,1.0,-0.00121,36
360,1.0,-0.0012,51
361,1.0,-0.00119,50
362,1.0,-0.00118,50
363,1.0,-0.00117,52
364,1.0,-0.00116,63
365,1.0,-0.00115,48
366,1.0,-0.00114,30
367,1.0,-0.00113,46
368,1.0,-0.00112,53
369,1.0,-0.00111,71
370,1.0,-0.0011,53
371,1.0,-0.00109,56
372,1.0,-0.00108,55
373,1.0,-0.00107,59
374,1.0,-0.00106,52
375,1.0,-0.00105,56
376,1.0,-0.00104,56
377,1.0,-0.00103,68
378,1.0,-0.00102,56
379,1.0,-0.00101,73
380,1.0,-0.001,68
381,1.0,-0.00099,74
382,1.0,-0.00098,76
383,1.0,-0.00097,55
384,1.0,-0.00096,80
385,1.0,-0.00095,68
386,1.0,-0.00094,63
387,1.0,-0.00093,65
388,1.0,-0.00092,85
389,1.0,-0.00091,87
390,1.0,-0.0009,75
391,1.0,-0.00089,73
392,1.0,-0.00088,64
393,1.0,-0.00087,77
394,1.0,-0.00086,84
395,1.0,-0.00085,94
396,1.0,-0.00084,92
397,1.0,-0.00083,87
398,1.0,-0.00082,71
399,1.0,-0.00081,90
400,1.0,-0.0008,128
401,1.0,-0.00079,97
402,1.0,-0.00078,81
403,1.0,-0.00077,113
404,1.0,-0.00076,83
405,1.0,-0.00075,96
406,1.0,-0.00074,79
407,1.0,-0.00073,111
408,1.0,-0.00072,104
409,1.0,-0.00071,84
410,1.0,-0.0007,87
411,1.0,-0.00069,103
412,1.0,-0.00068,90
413,1.0,-0.00067,117
414,1.0,-0.00066,121
415,1.0,-0.00065,105
416,1.0,-0.00064,110
417,1.0,-0.00063,148
418,1.0,-0.00062,106
419,1.0,-0.00061,135
420,1.0,-0.0006,119
421,1.0,-0.00059,115
422,1.0,-0.00058,129
423,1.0,-0.00057,122
424,1.0,-0.00056,138
425,1.0,-0.00055,172
426,1.0,-0.00054,126
427,1.0,-0.00053,139
428,1.0,-0.00052,156
429,1.0,-0.00051,178
430,1.0,-0.0005,135
431,1.0,-0.00049,194
432,1.0,-0.00048,277
433,1.0,-0.00047,184
434,1.0,-0.00046,178
435,1.0,-0.00045,151
436,1.0,-0.00044,168
437,1.0,-0.00043,154
438,1.0,-0.00042,153
439,1.0,-0.00041,201
440,1.0,-0.0004,204
441,1.0,-0.00039,195
442,1.0,-0.00038,208
443,1.0,-0.00037,212
444,1.0,-0.00036,205
445,1.0,-0.00035,196
446,1.0,-0.00034,249
447,1.0,-0.00033,208
448,1.0,-0.00032,255
449,1.0,-0.00031,233
450,1.0,-0.0003,240
451,1.0,-0.00029,307
452,1.0,-0.00028,342
453,1.0,-0.00027,368
454,1.0,-0.00026,341
455,1.0,-0.00025,297
456,1.0,-0.00024,322
457,1.0,-0.00023,295
458,1.0,-0.00022,497
459,1.0,-0.00021,319
460,1.0,-0.0002,283
461,1.0,-0.00019,326
462,1.0,-0.00018,302
463,1.0,-0.00017,335
464,1.0,-0.00016,346
465,1.0,-0.00015,559
466,1.0,-0.00014,312
467,1.0,-0.00013,305
468,1.0,-0.00012,286
469,1.0,-0.00011,450
470,1.0,-0.0001,418
471,1.0,-9e-05,843
472,1.0,-8e-05,404
473,1.0,-7e-05,854
474,1.0,-6e-05,3345
475,1.0,-5e-05,734
476,1.0,-4e-05,329
477,1.0,-3e-05,388
478,1.0,-2e-05,660
479,1.0,-1e-05,641
480,1.0,0.0,406
481,1.0,1e-05,337
482,1.0,2e-05,530
483,1.0,3e-05,509
484,1.0,4e-05,540
485,1.0,5e-05,374
486,1.0,6e-05,500
487,1.0,7e-05,579
488,1.0,8e-05,561
489,1.0,9e-05,425
490,1.0,0.0001,314
491,1.0,0.00011,495
492,1.0,0.00012,514
493,1.0,0.00013,899
494,1.0,0.00014,584
495,1.0,0.00015,398
496,1.0,0.00016,502
497,1.0,0.00017,1345
498,1.0,0.00018,585
499,1.0,0.00019,480
500,1.0,0.0002,521
501,1.0,0.00021,776
502,1.0,0.00022,674
503,1.0,0.00023,320
504,1.0,0.00024,497
505,1.0,0.00025,482
506,1.0,0.00026,500
507,1.0,0.00027,435
508,1.0,0.00028,350
509,1.0,0.00029,278
510,1.0,0.0003,373
511,1.0,0.00031,291
512,1.0,0.00032,287
513,1.0,0.00033,335
514,1.0,0.00034,311
515,1.0,0.00035,271
516,1.0,0.00036,270
517,1.0,0.00037,331
518,1.0,0.00038,280
519,1.0,0.00039,224
520,1.0,0.0004,271
521,1.0,0.00041,229
522,1.0,0.00042,286
523,1.0,0.00043,306
524,1.0,0.00044,246
525,1.0,0.00045,228
526,1.0,0.00046,224
527,1.0,0.00047,226
528,1.0,0.00048,195
529,1.0,0.00049,203
530,1.0,0.0005,217
531,1.0,0.00051,195
532,1.0,0.00052,275
533,1.0,0.00053,189
534,1.0,0.00054,152
535,1.0,0.00055,174
536,1.0,0.00056,193
537,1.0,0.00057,151
538,1.0,0.00058,139
539,1.0,0.00059,193
540,1.0,0.0006,131
541,1.0,0.00061,139
542,1.0,0.00062,121
543,1.0,0.00063,117
544,1.0,0.00064,117
545,1.0,0.00065,104
546,1.0,0.00066,132
547,1.0,0.00067,104
548,1.0,0.00068,114
549,1.0,0.00069,94
550,1.0,0.0007,111
551,1.0,0.00071,97
552,1.0,0.00072,96
553,1.0,0.00073,94
554,1.0,0.00074,109
555,1.0,0.00075,101
556,1.0,0.00076,100
557,1.0,0.00077,88
558,1.0,0.00078,78
559,1.0,0.00079,80
560,1.0,0.0008,94
561,1.0,0.00081,68
562,1.0,0.00082,78
563,1.0,0.00083,94
564,1.0,0.00084,82
565,1.0,0.00085,74
566,1.0,0.00086,91
567,1.0,0.00087,67
568,1.0,0.00088,54
569,1.0,0.00089,61
570,1.0,0.0009,74
571,1.0,0.00091,60
572,1.0,0.00092,53
573,1.0,0.00093,54
574,1.0,0.00094,72
575,1.0,0.00095,72
576,1.0,0.00096,54
577,1.0,0.00097,50
578,1.0,0.00098,54
579,1.0,0.00099,62
580,1.0,0.001,44
581,1.0,0.00101,61
582,1.0,0.00102,77
583,1.0,0.00103,55
584,1.0,0.00104,52
585,1.0,0.00105,46
586,1.0,0.00106,35
587,1.0,0.00107,51
588,1.0,0.00108,41
589,1.0,0.00109,41
590,1.0,0.0011,44
591,1.0,0.00111,48
592,1.0,0.00112,38
593,1.0,0.00113,45
594,1.0,0.00114,54
595,1.0,0.00115,43
596,1.0,0.00116,57
597,1.0,0.00117,36
598,1.0,0.00118,46
599,1.0,0.00119,42
600,1.0,0.0012,46
601,1.0,0.00121,42
602,1.0,0.00122,32
603,1.0,0.00123,31
604,1.0,0.00124,34
605,1.0,0.00125,36
606,1.0,0.00126,35
607,1.0,0.00127,30
608,1.0,0.00128,44
609,1.0,0.00129,36
610,1.0,0.0013,28
611,1.0,0.00131,36
612,1.0,0.00132,30
613,1.0,0.00133,33
614,1.0,0.00134,44
615,1.0,0.00135,32
616,1.0,0.00136,30
617,1.0,0.00137,39
618,1.0,0.00138,25
619,1.0,0.00139,31
620,1.0,0.0014,35
621,1.0,0.00141,31
622,1.0,0.00142,28
623,1.0,0.00143,24
624,1.0,0.00144,36
625,1.0,0.00145,22
626,1.0,0.00146,23
627,1.0,0.00147,27
628,1.0,0.00148,33
629,1.0,0.00149,27
630,1.0,0.0015,22
631,1.0,0.00151,19
632,1.0,0.00152,20
633,1.0,0.00153,27
634,1.0,0.00154,25
635,1.0,0.00155,31
636,1.0,0.00156,39
637,1.0,0.00157,22
638,1.0,0.00158,34
639,1.0,0.00159,16
640,1.0,0.0016,23
641,1.0,0.00161,18
642,1.0,0.00162,15
643,1.0,0.00163,24
644,1.0,0.00164,26
645,1.0,0.00165,23
646,1.0,0.00166,25
647,1.0,0.00167,17
648,1.0,0.00168,16
649,1.0,0.00169,17
650,1.0,0.0017,17
651,1.0,0.00171,17
652,1.0,0.00172,12
653,1.0,0.00173,23
654,1.0,0.00174,17
655,1.0,0.00175,16
656,1.0,0.00176,17
657,1.0,0.00177,13
658,1.0,0.00178,10
659,1.0,0.00179,16
660,1.0,0.0018,16
661,1.0,0.00181,21
662,1.0,0.00182,25
663,1.0,0.00183,8
664,1.0,0.00184,14
665,1.0,0.00185,20
666,1.0,0.00186,15
667,1.0,0.00187,14
668,1.0,0.00188,24
669,1.0,0.00189,14
670,1.0,0.0019,23
671,1.0,0.00191,15
672,1.0,0.00192,14
673,1.0,0.00193,19
674,1.0,0.00194,16
675,1.0,0.00195,10
676,1.0,0.00196,14
677,1.0,0.00197,9
678,1.0,0.00198,18
679,1.0,0.00199,14
680,1.0,0.002,4
681,1.0,0.00201,12
682,1.0,0.00202,10
683,1.0,0.00203,12
684,1.0,0.00204,20
685,1.0,0.00205,14
686,1.0,0.00206,10
687,1.0,0.00207,17
688,1.0,0.00208,8
689,1.0,0.00209,11
690,1.0,0.0021,8
691,1.0,0.00211,12
692,1.0,0.00212,8
693,1.0,0.00213,13
694,1.0,0.00214,7
695,1.0,0.00215,10
696,1.0,0.00216,11
697,1.0,0.00217,13
698,1.0,0.00218,13
699,1.0,0.00219,14
700,1.0,0.0022,10
701,1.0,0.00221,7
702,1.0,0.00222,8
703,1.0,0.00223,16
704,1.0,0.00224,5
705,1.0,0.00225,5
706,1.0,0.00226,12
707,1.0,0.00227,9
708,1.0,0.00228,5
709,1.0,0.00229,6
710,1.0,0.0023,11
711,1.0,0.00231,8
712,1.0,0.00232,6
713,1.0,0.00233,6
714,1.0,0.00234,12
715,1.0,0.00235,10
716,1.0,0.00236,9
717,1.0,0.00237,8
718,1.0,0.00238,10
719,1.0,0.00239,7
720,1.0,0.0024,9
721,1.0,0.00241,15
722,1.0,0.00242,9
723,1.0,0.00243,9
724,1.0,0.00244,8
725,1.0,0.00245,4
726,1.0,0.00246,9
727,1.0,0.00247,8
728,1.0,0.00248,13
729,1.0,0.00249,2
730,1.0,0.0025,6
731,1.0,0.00251,9
732,1.0,0.00252,8
733,1.0,0.00253,10
734,1.0,0.00254,5
735,1.0,0.00255,5
736,1.0,0.00256,5
737,1.0,0.00257,3
738,1.0,0.00258,9
739,1.0,0.00259,9
740,1.0,0.0026,5
741,1.0,0.00261,5
742,1.0,0.00262,9
743,1.0,0.00263,6
744,1.0,0.00264,5
745,1.0,0.00265,5
746,1.0,0.00266,6
747,1.0,0.00267,9
748,1.0,0.00268,6
749,1.0,0.00269,2
750,1.0,0.0027,5
751,1.0,0.00271,6
752,1.0,0.00272,5
753,1.0,0.00273,6
754,1.0,0.00274,5
755,1.0,0.00275,10
756,1.0,0.00276,10
757,1.0,0.00277,5
758,1.0,0.00278,5
759,1.0,0.00279,9
760,1.0,0.0028,8
761,1.0,0.00281,4
762,1.0,0.00282,3
763,1.0,0.00283,7
764,1.0,0.00284,5
765,1.0,0.00285,3
766,1.0,0.00286,3
767,1.0,0.00287,3
768,1.0,0.00288,1
769,1.0,0.00289,5
770,1.0,0.0029,6
771,1.0,0.00291,5
772,1.0,0.00292,6
773,1.0,0.00293,3
774,1.0,0.00294,6
775,1.0,0.00295,5
776,1.0,0.00296,4
777,1.0,0.00297,5
778,1.0,0.00298,5
779,1.0,0.00299,1
780,1.0,0.003,5
781,1.0,0.00301,5
782,1.0,0.00302,3
783,1.0,0.00303,2
784,1.0,0.00304,3
785,1.0,0.00305,4
786,1.0,0.00306,2
787,1.0,0.00307,3
788,1.0,0.00309,9
789,1.0,0.0031,8
790,1.0,0.00311,5
791,1.0,0.00312,4
792,1.0,0.00313,2
793,1.0,0.00314,2
794,1.0,0.00315,5
795,1.0,0.00316,8
796,1.0,0.00317,5
797,1.0,0.00318,1
798,1.0,0.00319,10
799,1.0,0.0032,1
800,1.0,0.00321,2
801,1.0,0.00322,3
802,1.0,0.00323,4
803,1.0,0.00324,2
804,1.0,0.00325,3
805,1.0,0.00326,2
806,1.0,0.00327,1
807,1.0,0.00328,6
808,1.0,0.00329,2
809,1.0,0.00331,1
810,1.0,0.00332,3
811,1.0,0.00333,2
812,1.0,0.00334,1
813,1.0,0.00335,3
814,1.0,0.00336,3
815,1.0,0.00337,3
816,1.0,0.00338,2
817,1.0,0.00339,2
818,1.0,0.0034,3
819,1.0,0.00341,1
820,1.0,0.00342,6
821,1.0,0.00343,2
822,1.0,0.00344,5
823,1.0,0.00345,3
824,1.0,0.00346,5
825,1.0,0.00347,5
826,1.0,0.00348,2
827,1.0,0.00349,5
828,1.0,0.0035,3
829,1.0,0.00351,2
830,1.0,0.00353,3
831,1.0,0.00354,1
832,1.0,0.00355,3
833,1.0,0.00356,1
834,1.0,0.00358,6
835,1.0,0.0036,2
836,1.0,0.00362,1
837,1.0,0.00363,5
838,1.0,0.00364,1
839,1.0,0.00366,4
840,1.0,0.00367,1
841,1.0,0.00368,1
842,1.0,0.00369,2
843,1.0,0.0037,2
844,1.0,0.00371,4
845,1.0,0.00372,2
846,1.0,0.00373,2
847,1.0,0.00375,3
848,1.0,0.00376,2
849,1.0,0.00377,3
850,1.0,0.00378,1
851,1.0,0.00379,1
